Cidade;Escola;Questao;Resposta;Respondente;AnoDaAvaliacao
CAMPO GRANDE;EE DOLOR FERREIRA DE ANDRADE;A aquisição dos gêneros alimentícios utilizados na preparação da alimentação escolar é feita por Pregão;Sim;Diretores;2018
CAMPO GRANDE;EE DOLOR FERREIRA DE ANDRADE;A escola é atendida com o transporte escolar do Programa Nacional de Apoio ao Transporte Escolar-PNATE;Sim;Avaliadores externos;2018
CAMPO GRANDE;EE DOLOR FERREIRA DE ANDRADE;A escola é atendida com o transporte escolar do Programa Nacional de Apoio ao Transporte Escolar-PNATE;Sim;Diretores;2018
CAMPO GRANDE;EE DOLOR FERREIRA DE ANDRADE;A escola possui elevadores ou plataformas elevatórias;Não;Avaliadores externos;2018
CAMPO GRANDE;EE DOLOR FERREIRA DE ANDRADE;A escola possui elevadores ou plataformas elevatórias;Não;Diretores;2018
CAMPO GRANDE;EE DOLOR FERREIRA DE ANDRADE;A escola realiza Chamada Pública para aquisição de produtos alimentícios por meio da Agricultura Familiar;Sim;Avaliadores externos;2018
CAMPO GRANDE;EE DOLOR FERREIRA DE ANDRADE;A escola realiza Chamada Pública para aquisição de produtos alimentícios por meio da Agricultura Familiar;Sim;Diretores;2018
CAMPO GRANDE;EE DOLOR FERREIRA DE ANDRADE;APM;Sim;Avaliadores externos;2018
CAMPO GRANDE;EE DOLOR FERREIRA DE ANDRADE;APM;Sim;Diretores;2018
CAMPO GRANDE;EE DOLOR FERREIRA DE ANDRADE;As cópias dos Atos Oficiais que atestam o credenciamento da escola e a autorização de funcionamento das etapas oferecidas estão afixadas em local visível e acessível ao público;Não;Avaliadores externos;2018
CAMPO GRANDE;EE DOLOR FERREIRA DE ANDRADE;As cópias dos Atos Oficiais que atestam o credenciamento da escola e a autorização de funcionamento das etapas oferecidas estão afixadas em local visível e acessível ao público;Sim;Diretores;2018
CAMPO GRANDE;EE DOLOR FERREIRA DE ANDRADE;As matrículas dos estudantes estão deferidas pela direção;Sim;Avaliadores externos;2018
CAMPO GRANDE;EE DOLOR FERREIRA DE ANDRADE;As matrículas dos estudantes estão deferidas pela direção;Sim;Diretores;2018
CAMPO GRANDE;EE DOLOR FERREIRA DE ANDRADE;Biblioteca;Sim;Avaliadores externos;2018
CAMPO GRANDE;EE DOLOR FERREIRA DE ANDRADE;Biblioteca;Sim;Diretores;2018
CAMPO GRANDE;EE DOLOR FERREIRA DE ANDRADE;Calendário Escolar;Sim;Avaliadores externos;2018
CAMPO GRANDE;EE DOLOR FERREIRA DE ANDRADE;Calendário Escolar;Sim;Diretores;2018
CAMPO GRANDE;EE DOLOR FERREIRA DE ANDRADE;Caso haja outras informações importantes descreva abaixo;(transporte escolar) Em épocas de chuvas, as estradas ficam intransitáveis para o assentamento, dificultando o acesso à escola.;Avaliadores externos;2018
CAMPO GRANDE;EE DOLOR FERREIRA DE ANDRADE;Caso haja outras informações importantes descreva abaixo;Nada a declarar;Diretores;2018
CAMPO GRANDE;EE DOLOR FERREIRA DE ANDRADE;Colegiado Escolar ou Conselho Escolar;Sim;Avaliadores externos;2018
CAMPO GRANDE;EE DOLOR FERREIRA DE ANDRADE;Colegiado Escolar ou Conselho Escolar;Sim;Diretores;2018
CAMPO GRANDE;EE DOLOR FERREIRA DE ANDRADE;Documentação comprobatória da realização da Avaliação Institucional Interna;Sim;Avaliadores externos;2018
CAMPO GRANDE;EE DOLOR FERREIRA DE ANDRADE;Documentação comprobatória da realização da Avaliação Institucional Interna;Sim;Diretores;2018
CAMPO GRANDE;EE DOLOR FERREIRA DE ANDRADE;Educação em Tempo Integral - Escola da Autoria - Ensino Fundamental;Não;Avaliadores externos;2018
CAMPO GRANDE;EE DOLOR FERREIRA DE ANDRADE;Educação em Tempo Integral - Escola da Autoria - Ensino Fundamental;Não;Diretores;2018
CAMPO GRANDE;EE DOLOR FERREIRA DE ANDRADE;Educação em Tempo Integral - Escola da Autoria - Ensino Médio;Não;Avaliadores externos;2018
CAMPO GRANDE;EE DOLOR FERREIRA DE ANDRADE;Educação em Tempo Integral - Escola da Autoria - Ensino Médio;Não;Diretores;2018
CAMPO GRANDE;EE DOLOR FERREIRA DE ANDRADE;Ensino Médio Inovador/ Integral Integrado;Não;Avaliadores externos;2018
CAMPO GRANDE;EE DOLOR FERREIRA DE ANDRADE;Ensino Médio Inovador/ Integral Integrado;Não;Diretores;2018
CAMPO GRANDE;EE DOLOR FERREIRA DE ANDRADE;Ensino Médio Inovador/Carga horária ampliada para 6º Tempo;Sim;Avaliadores externos;2018
CAMPO GRANDE;EE DOLOR FERREIRA DE ANDRADE;Ensino Médio Inovador/Carga horária ampliada para 6º Tempo;Sim;Diretores;2018
CAMPO GRANDE;EE DOLOR FERREIRA DE ANDRADE;Essa unidade escolar possui extensão;Não;Avaliadores externos;2018
CAMPO GRANDE;EE DOLOR FERREIRA DE ANDRADE;Essa unidade escolar possui extensão;Não;Diretores;2018
CAMPO GRANDE;EE DOLOR FERREIRA DE ANDRADE;Estudante Público da Educação Especial;Sim;Avaliadores externos;2018
CAMPO GRANDE;EE DOLOR FERREIRA DE ANDRADE;Estudante Público da Educação Especial;Sim;Diretores;2018
CAMPO GRANDE;EE DOLOR FERREIRA DE ANDRADE;Grêmio Estudantil;Sim;Avaliadores externos;2018
CAMPO GRANDE;EE DOLOR FERREIRA DE ANDRADE;Grêmio Estudantil;Sim;Diretores;2018
CAMPO GRANDE;EE DOLOR FERREIRA DE ANDRADE;Laboratório(s) Científico(s);Não;Diretores;2018
CAMPO GRANDE;EE DOLOR FERREIRA DE ANDRADE;Laboratório(s) Científico(s);Sim;Avaliadores externos;2018
CAMPO GRANDE;EE DOLOR FERREIRA DE ANDRADE;Laboratório(s) para prática da Educação Profissional;Não;Avaliadores externos;2018
CAMPO GRANDE;EE DOLOR FERREIRA DE ANDRADE;Laboratório(s) para prática da Educação Profissional;Não;Diretores;2018
CAMPO GRANDE;EE DOLOR FERREIRA DE ANDRADE;Livro de incineração;Sim;Avaliadores externos;2018
CAMPO GRANDE;EE DOLOR FERREIRA DE ANDRADE;Livro de incineração;Sim;Diretores;2018
CAMPO GRANDE;EE DOLOR FERREIRA DE ANDRADE;Livro tombo;Sim;Avaliadores externos;2018
CAMPO GRANDE;EE DOLOR FERREIRA DE ANDRADE;Livro tombo;Sim;Diretores;2018
CAMPO GRANDE;EE DOLOR FERREIRA DE ANDRADE;Mais Educação/Ensino em Tempo Integral - EF;Não;Avaliadores externos;2018
CAMPO GRANDE;EE DOLOR FERREIRA DE ANDRADE;Mais Educação/Ensino em Tempo Integral - EF;Não;Diretores;2018
CAMPO GRANDE;EE DOLOR FERREIRA DE ANDRADE;Missão;;Avaliadores externos;2018
CAMPO GRANDE;EE DOLOR FERREIRA DE ANDRADE;Missão;Proporcionar educação de qualidade para todas as etapas de ensino, no intuito de promover o desenvolvimento integral da pessoa, enfatizando a educação de valores, assegurando ao educando a formação comum indispensável para o exercício da cidadania e fornecendo meios para que este progrida no trabalho e em estudos posteriores.;Diretores;2018
CAMPO GRANDE;EE DOLOR FERREIRA DE ANDRADE;Organização do arquivo escolar (com a verificação, aleatória, das pastas dos diversos segmentos da escola);;Diretores;2018
CAMPO GRANDE;EE DOLOR FERREIRA DE ANDRADE;Organização do arquivo escolar (com a verificação, aleatória, das pastas dos diversos segmentos da escola);Sim;Avaliadores externos;2018
CAMPO GRANDE;EE DOLOR FERREIRA DE ANDRADE;Plano de Desenvolvimento da Escola;;Diretores;2018
CAMPO GRANDE;EE DOLOR FERREIRA DE ANDRADE;Plano de Desenvolvimento da Escola;Sim;Avaliadores externos;2018
CAMPO GRANDE;EE DOLOR FERREIRA DE ANDRADE;Professores com Formação Superior que atuam em sala de aula;71;Diretores;2018
CAMPO GRANDE;EE DOLOR FERREIRA DE ANDRADE;Professores com Formação Superior que atuam em sala de aula;73;Avaliadores externos;2018
CAMPO GRANDE;EE DOLOR FERREIRA DE ANDRADE;Professores convocados que atuam em sala de aula;28;Avaliadores externos;2018
CAMPO GRANDE;EE DOLOR FERREIRA DE ANDRADE;Professores convocados que atuam em sala de aula;63;Diretores;2018
CAMPO GRANDE;EE DOLOR FERREIRA DE ANDRADE;Professores efetivos que atuam em sala de aula;43;Avaliadores externos;2018
CAMPO GRANDE;EE DOLOR FERREIRA DE ANDRADE;Professores efetivos que atuam em sala de aula;8;Diretores;2018
CAMPO GRANDE;EE DOLOR FERREIRA DE ANDRADE;Professores efetivos readaptados;2;Avaliadores externos;2018
CAMPO GRANDE;EE DOLOR FERREIRA DE ANDRADE;Professores efetivos readaptados;2;Diretores;2018
CAMPO GRANDE;EE DOLOR FERREIRA DE ANDRADE;Professores habilitados para a área que atuam;71;Diretores;2018
CAMPO GRANDE;EE DOLOR FERREIRA DE ANDRADE;Professores habilitados para a área que atuam;73;Avaliadores externos;2018
CAMPO GRANDE;EE DOLOR FERREIRA DE ANDRADE;Professores habilitados para a área que atuam e complementam carga horária fora da área de habilitação;0;Avaliadores externos;2018
CAMPO GRANDE;EE DOLOR FERREIRA DE ANDRADE;Professores habilitados para a área que atuam e complementam carga horária fora da área de habilitação;0;Diretores;2018
CAMPO GRANDE;EE DOLOR FERREIRA DE ANDRADE;Professores não habilitados para a área que atuam;0;Avaliadores externos;2018
CAMPO GRANDE;EE DOLOR FERREIRA DE ANDRADE;Professores não habilitados para a área que atuam;0;Diretores;2018
CAMPO GRANDE;EE DOLOR FERREIRA DE ANDRADE;Professores sem Formação Superior que atuam em sala de aula;0;Avaliadores externos;2018
CAMPO GRANDE;EE DOLOR FERREIRA DE ANDRADE;Professores sem Formação Superior que atuam em sala de aula;0;Diretores;2018
CAMPO GRANDE;EE DOLOR FERREIRA DE ANDRADE;Projeto AJA - Avanço do Jovem na Aprendizagem;Não;Avaliadores externos;2018
CAMPO GRANDE;EE DOLOR FERREIRA DE ANDRADE;Projeto AJA - Avanço do Jovem na Aprendizagem;Não;Diretores;2018
CAMPO GRANDE;EE DOLOR FERREIRA DE ANDRADE;Projeto Aprendizagem por Autoria - Ensino Fundamental;Não;Avaliadores externos;2018
CAMPO GRANDE;EE DOLOR FERREIRA DE ANDRADE;Projeto Aprendizagem por Autoria - Ensino Fundamental;Não;Diretores;2018
CAMPO GRANDE;EE DOLOR FERREIRA DE ANDRADE;Projeto Político-Pedagógico / Proposta Pedagógica;Sim;Avaliadores externos;2018
CAMPO GRANDE;EE DOLOR FERREIRA DE ANDRADE;Projeto Político-Pedagógico / Proposta Pedagógica;Sim;Diretores;2018
CAMPO GRANDE;EE DOLOR FERREIRA DE ANDRADE;Quadra de Esportes;Sim;Avaliadores externos;2018
CAMPO GRANDE;EE DOLOR FERREIRA DE ANDRADE;Quadra de Esportes;Sim;Diretores;2018
CAMPO GRANDE;EE DOLOR FERREIRA DE ANDRADE;Quantas extensões;0;Avaliadores externos;2018
CAMPO GRANDE;EE DOLOR FERREIRA DE ANDRADE;Quantas extensões;0;Diretores;2018
CAMPO GRANDE;EE DOLOR FERREIRA DE ANDRADE;Quantos estudantes da escola utilizam o transporte escolar público;32;Diretores;2018
CAMPO GRANDE;EE DOLOR FERREIRA DE ANDRADE;Quantos estudantes da escola utilizam o transporte escolar público;45;Avaliadores externos;2018
CAMPO GRANDE;EE DOLOR FERREIRA DE ANDRADE;Quantos estudantes estão matriculados na(s) extensão(ões);0;Avaliadores externos;2018
CAMPO GRANDE;EE DOLOR FERREIRA DE ANDRADE;Quantos estudantes estão matriculados na(s) extensão(ões);0;Diretores;2018
CAMPO GRANDE;EE DOLOR FERREIRA DE ANDRADE;Referencial Curricular;Sim;Avaliadores externos;2018
CAMPO GRANDE;EE DOLOR FERREIRA DE ANDRADE;Referencial Curricular;Sim;Diretores;2018
CAMPO GRANDE;EE DOLOR FERREIRA DE ANDRADE;Regimento Escolar;Sim;Avaliadores externos;2018
CAMPO GRANDE;EE DOLOR FERREIRA DE ANDRADE;Regimento Escolar;Sim;Diretores;2018
CAMPO GRANDE;EE DOLOR FERREIRA DE ANDRADE;Registros do aproveitamento dos dados coletados na Avaliação Institucional Interna para melhoria dos trabalhos desenvolvidos por todos os segmentos da escola;Sim;Avaliadores externos;2018
CAMPO GRANDE;EE DOLOR FERREIRA DE ANDRADE;Registros do aproveitamento dos dados coletados na Avaliação Institucional Interna para melhoria dos trabalhos desenvolvidos por todos os segmentos da escola;Sim;Diretores;2018
CAMPO GRANDE;EE DOLOR FERREIRA DE ANDRADE;Relatório de Avaliação Institucional Interna;Sim;Avaliadores externos;2018
CAMPO GRANDE;EE DOLOR FERREIRA DE ANDRADE;Relatório de Avaliação Institucional Interna;Sim;Diretores;2018
CAMPO GRANDE;EE DOLOR FERREIRA DE ANDRADE;Sala da Coordenação Pedagógica;Sim;Avaliadores externos;2018
CAMPO GRANDE;EE DOLOR FERREIRA DE ANDRADE;Sala da Coordenação Pedagógica;Sim;Diretores;2018
CAMPO GRANDE;EE DOLOR FERREIRA DE ANDRADE;Sala da Direção;Sim;Avaliadores externos;2018
CAMPO GRANDE;EE DOLOR FERREIRA DE ANDRADE;Sala da Direção;Sim;Diretores;2018
CAMPO GRANDE;EE DOLOR FERREIRA DE ANDRADE;Sala de Professores;Sim;Avaliadores externos;2018
CAMPO GRANDE;EE DOLOR FERREIRA DE ANDRADE;Sala de Professores;Sim;Diretores;2018
CAMPO GRANDE;EE DOLOR FERREIRA DE ANDRADE;Sala de Recurso Multifuncional;Sim;Avaliadores externos;2018
CAMPO GRANDE;EE DOLOR FERREIRA DE ANDRADE;Sala de Recurso Multifuncional;Sim;Diretores;2018
CAMPO GRANDE;EE DOLOR FERREIRA DE ANDRADE;Sala de Tecnologia/Informática;Sim;Avaliadores externos;2018
CAMPO GRANDE;EE DOLOR FERREIRA DE ANDRADE;Sala de Tecnologia/Informática;Sim;Diretores;2018
CAMPO GRANDE;EE DOLOR FERREIRA DE ANDRADE;Secretaria Escolar;Sim;Avaliadores externos;2018
CAMPO GRANDE;EE DOLOR FERREIRA DE ANDRADE;Secretaria Escolar;Sim;Diretores;2018
CAMPO GRANDE;EE DOLOR FERREIRA DE ANDRADE;Valores;;Avaliadores externos;2018
CAMPO GRANDE;EE DOLOR FERREIRA DE ANDRADE;Valores;Fundamentar o trabalho pedagógico e a valorização do indivíduo, da cidadania, da diversidade, da conservação ambiental e sustentabilidade e da inclusão social e tecnológica.;Diretores;2018
CAMPO GRANDE;EE DOLOR FERREIRA DE ANDRADE;Visão;;Avaliadores externos;2018
CAMPO GRANDE;EE DOLOR FERREIRA DE ANDRADE;Visão;Ser reconhecida como escola de qualidade, fundamentada em princípios éticos, sociais e intelectuais, em consonância com as leis que regem a Educação Brasileira, acompanhando os processos de evolução social, política e tecnológica da humanidade.;Diretores;2018
CAMPO GRANDE;EE DONA CONSUELO MÜLLER;A aquisição dos gêneros alimentícios utilizados na preparação da alimentação escolar é feita por Carta Convite;Não;Avaliadores externos;2018
CAMPO GRANDE;EE DONA CONSUELO MÜLLER;A aquisição dos gêneros alimentícios utilizados na preparação da alimentação escolar é feita por Carta Convite;Não;Diretores;2018
CAMPO GRANDE;EE DONA CONSUELO MÜLLER;A aquisição dos gêneros alimentícios utilizados na preparação da alimentação escolar é feita por Pregão;Sim;Avaliadores externos;2018
CAMPO GRANDE;EE DONA CONSUELO MÜLLER;A aquisição dos gêneros alimentícios utilizados na preparação da alimentação escolar é feita por Pregão;Sim;Diretores;2018
CAMPO GRANDE;EE DONA CONSUELO MÜLLER;A escola é atendida com o transporte escolar do Programa Nacional de Apoio ao Transporte Escolar-PNATE;Não;Avaliadores externos;2018
CAMPO GRANDE;EE DONA CONSUELO MÜLLER;A escola é atendida com o transporte escolar do Programa Nacional de Apoio ao Transporte Escolar-PNATE;Não;Diretores;2018
CAMPO GRANDE;EE DONA CONSUELO MÜLLER;A escola possui elevadores ou plataformas elevatórias;Não;Avaliadores externos;2018
CAMPO GRANDE;EE DONA CONSUELO MÜLLER;A escola possui elevadores ou plataformas elevatórias;Não;Diretores;2018
CAMPO GRANDE;EE DONA CONSUELO MÜLLER;A escola realiza Chamada Pública para aquisição de produtos alimentícios por meio da Agricultura Familiar;Sim;Avaliadores externos;2018
CAMPO GRANDE;EE DONA CONSUELO MÜLLER;A escola realiza Chamada Pública para aquisição de produtos alimentícios por meio da Agricultura Familiar;Sim;Diretores;2018
CAMPO GRANDE;EE DONA CONSUELO MÜLLER;APM;Sim;Avaliadores externos;2018
CAMPO GRANDE;EE DONA CONSUELO MÜLLER;APM;Sim;Diretores;2018
CAMPO GRANDE;EE DONA CONSUELO MÜLLER;As cópias dos Atos Oficiais que atestam o credenciamento da escola e a autorização de funcionamento das etapas oferecidas estão afixadas em local visível e acessível ao público;Não;Avaliadores externos;2018
CAMPO GRANDE;EE DONA CONSUELO MÜLLER;As cópias dos Atos Oficiais que atestam o credenciamento da escola e a autorização de funcionamento das etapas oferecidas estão afixadas em local visível e acessível ao público;Sim;Diretores;2018
CAMPO GRANDE;EE DONA CONSUELO MÜLLER;As matrículas dos estudantes estão deferidas pela direção;Sim;Avaliadores externos;2018
CAMPO GRANDE;EE DONA CONSUELO MÜLLER;As matrículas dos estudantes estão deferidas pela direção;Sim;Diretores;2018
CAMPO GRANDE;EE DONA CONSUELO MÜLLER;Biblioteca;Sim;Avaliadores externos;2018
CAMPO GRANDE;EE DONA CONSUELO MÜLLER;Biblioteca;Sim;Diretores;2018
CAMPO GRANDE;EE DONA CONSUELO MÜLLER;Calendário Escolar;Sim;Avaliadores externos;2018
CAMPO GRANDE;EE DONA CONSUELO MÜLLER;Calendário Escolar;Sim;Diretores;2018
CAMPO GRANDE;EE DONA CONSUELO MÜLLER;Caso haja outras informações importantes descreva abaixo;Nada a declarar;Avaliadores externos;2018
CAMPO GRANDE;EE DONA CONSUELO MÜLLER;Caso haja outras informações importantes descreva abaixo;Temos 01 Coordenadora Pedagógica Geral mas os 09 professores readaptados faz assessoramento da Coordenação Pedagógica.;Diretores;2018
CAMPO GRANDE;EE DONA CONSUELO MÜLLER;Colegiado Escolar ou Conselho Escolar;Sim;Avaliadores externos;2018
CAMPO GRANDE;EE DONA CONSUELO MÜLLER;Colegiado Escolar ou Conselho Escolar;Sim;Diretores;2018
CAMPO GRANDE;EE DONA CONSUELO MÜLLER;Documentação comprobatória da realização da Avaliação Institucional Interna;Sim;Avaliadores externos;2018
CAMPO GRANDE;EE DONA CONSUELO MÜLLER;Documentação comprobatória da realização da Avaliação Institucional Interna;Sim;Diretores;2018
CAMPO GRANDE;EE DONA CONSUELO MÜLLER;Educação em Tempo Integral - Escola da Autoria - Ensino Fundamental;Não;Avaliadores externos;2018
CAMPO GRANDE;EE DONA CONSUELO MÜLLER;Educação em Tempo Integral - Escola da Autoria - Ensino Fundamental;Não;Diretores;2018
CAMPO GRANDE;EE DONA CONSUELO MÜLLER;Educação em Tempo Integral - Escola da Autoria - Ensino Médio;Sim;Avaliadores externos;2018
CAMPO GRANDE;EE DONA CONSUELO MÜLLER;Educação em Tempo Integral - Escola da Autoria - Ensino Médio;Sim;Diretores;2018
CAMPO GRANDE;EE DONA CONSUELO MÜLLER;Ensino Médio Inovador/ Integral Integrado;Não;Avaliadores externos;2018
CAMPO GRANDE;EE DONA CONSUELO MÜLLER;Ensino Médio Inovador/ Integral Integrado;Não;Diretores;2018
CAMPO GRANDE;EE DONA CONSUELO MÜLLER;Ensino Médio Inovador/Carga horária ampliada para 6º Tempo;Não;Avaliadores externos;2018
CAMPO GRANDE;EE DONA CONSUELO MÜLLER;Ensino Médio Inovador/Carga horária ampliada para 6º Tempo;Não;Diretores;2018
CAMPO GRANDE;EE DONA CONSUELO MÜLLER;Essa unidade escolar possui extensão;Não;Avaliadores externos;2018
CAMPO GRANDE;EE DONA CONSUELO MÜLLER;Essa unidade escolar possui extensão;Não;Diretores;2018
CAMPO GRANDE;EE DONA CONSUELO MÜLLER;Estudante Público da Educação Especial;Sim;Avaliadores externos;2018
CAMPO GRANDE;EE DONA CONSUELO MÜLLER;Estudante Público da Educação Especial;Sim;Diretores;2018
CAMPO GRANDE;EE DONA CONSUELO MÜLLER;Grêmio Estudantil;Sim;Avaliadores externos;2018
CAMPO GRANDE;EE DONA CONSUELO MÜLLER;Grêmio Estudantil;Sim;Diretores;2018
CAMPO GRANDE;EE DONA CONSUELO MÜLLER;Laboratório(s) Científico(s);Sim;Avaliadores externos;2018
CAMPO GRANDE;EE DONA CONSUELO MÜLLER;Laboratório(s) Científico(s);Sim;Diretores;2018
CAMPO GRANDE;EE DONA CONSUELO MÜLLER;Laboratório(s) para prática da Educação Profissional;Não;Avaliadores externos;2018
CAMPO GRANDE;EE DONA CONSUELO MÜLLER;Laboratório(s) para prática da Educação Profissional;Não;Diretores;2018
CAMPO GRANDE;EE DONA CONSUELO MÜLLER;Livro de incineração;Sim;Avaliadores externos;2018
CAMPO GRANDE;EE DONA CONSUELO MÜLLER;Livro de incineração;Sim;Diretores;2018
CAMPO GRANDE;EE DONA CONSUELO MÜLLER;Livro tombo;Sim;Avaliadores externos;2018
